"date","county","county.1","date.1","alive.total","alive.suspect","alive.probable","dead.total","cum.total","cum.suspect","cum.probable","cum.confirm","cum.death","new.hcw.cases","new.hcw.deaths","cum.hcw.cases","cum.hcw.deaths","new.contacts","under.followup","seen.on.day","completed.21d.followup","lost.followup","alive.confirm","dead.suspect","dead.probable","dead.community","dead.patients"
2014-12-24,"Grand Bassa","Grand Bassa",2014-12-24,0,0,0,2,0,177,52,71,54,NA,NA,8,4,22,0,26,26,0,0,2,0,0,0
2014-12-24,"Grand Cape Mount","Grand Cape Mount",2014-12-24,2,1,1,0,0,195,64,45,86,NA,NA,10,4,0,3,169,169,0,0,0,0,0,0
2014-12-24,"Grand Gedeh","Grand Gedeh",2014-12-24,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"Grand Kru","Grand Kru",2014-12-24,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"Lofa","Lofa",2014-12-24,0,0,0,0,0,649,171,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-24,"Margibi","Margibi",2014-12-24,0,0,0,1,0,1236,405,441,390,NA,NA,71,38,0,0,1152,1152,0,0,1,0,0,0
2014-12-24,"Maryland","Maryland",2014-12-24,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"Montserrado","Montserrado",2014-12-24,21,15,6,6,0,4321,1760,796,1765,NA,NA,182,84,0,132,3764,3521,142,6,6,0,0,2
2014-12-24,"National","National",2014-12-24,27,19,8,9,0,7977,3096,1773,3108,NA,NA,369,178,30,142,5349,5099,142,6,9,0,0,3
2014-12-24,"Nimba","Nimba",2014-12-24,2,1,1,1,0,330,83,131,116,NA,NA,12,2,3,0,49,49,0,0,1,0,0,1
2014-12-24,"River Cess","River Cess",2014-12-24,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"River Gee","River Gee",2014-12-24,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-24,"Sinoe","Sinoe",2014-12-24,1,1,0,0,0,47,24,6,17,NA,NA,1,0,5,7,47,40,0,0,0,0,0,0
2014-12-25,"Bomi","Bomi",2014-12-25,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,112,112,0,0,0,0,0,0
2014-12-25,"Bong","Bong",2014-12-25,0,0,0,0,0,560,377,33,150,NA,NA,41,16,0,0,30,30,0,0,0,0,0,0
2014-12-25,"Gbarpolu","Gbarpolu",2014-12-25,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,"Grand Bassa","Grand Bassa",2014-12-25,0,0,0,0,177,52,71,54,79,NA,NA,8,4,22,0,26,26,0,0,0,0,0,0
2014-12-25,"Grand Cape Mount","Grand Cape Mount",2014-12-25,1,1,0,2,2,201,67,45,89,NA,NA,10,4,2,27,196,190,6,3,2,0,0,0
2014-12-25,"Grand Gedeh","Grand Gedeh",2014-12-25,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,"Grand Kru","Grand Kru",2014-12-25,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,"Lofa","Lofa",2014-12-25,0,0,0,0,0,649,171,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-25,"Margibi","Margibi",2014-12-25,0,0,0,0,0,1236,405,441,390,NA,NA,71,38,0,0,1152,1152,0,0,0,0,0,0
2014-12-25,"Maryland","Maryland",2014-12-25,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,"Montserrado","Montserrado",2014-12-25,4,4,0,0,0,4325,1764,796,1765,NA,NA,182,84,0,12,3199,3199,10,0,0,0,0,0
2014-12-25,"National","National",2014-12-25,5,5,0,2,2,7987,3103,1773,3111,NA,NA,369,178,32,39,4692,4686,16,3,2,0,0,1
2014-12-25,"Nimba","Nimba",2014-12-25,0,0,0,0,0,330,83,131,116,NA,NA,12,2,3,0,49,49,0,0,0,0,0,1
2014-12-25,"River Cess","River Cess",2014-12-25,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,"River Gee","River Gee",2014-12-25,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,"Sinoe","Sinoe",2014-12-25,0,0,0,0,0,47,24,6,17,NA,NA,1,0,5,0,40,40,0,0,0,0,0,0
2014-12-26,"Bomi","Bomi",2014-12-26,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,112,112,0,0,0,0,0,0
2014-12-26,"Bong","Bong",2014-12-26,2,2,0,0,0,562,379,33,150,NA,NA,41,16,0,0,29,29,10,0,0,0,0,0
2014-12-26,"Gbarpolu","Gbarpolu",2014-12-26,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-26,"Grand Bassa","Grand Bassa",2014-12-26,0,0,0,0,0,177,52,71,54,NA,NA,8,4,22,0,26,26,0,0,0,0,0,0
2014-12-26,"Grand Cape Mount","Grand Cape Mount",2014-12-26,0,0,0,1,0,199,68,45,86,NA,NA,10,4,2,32,222,214,8,0,1,0,0,0
2014-12-26,"Grand Gedeh","Grand Gedeh",2014-12-26,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-26,"Grand Kru","Grand Kru",2014-12-26,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-26,"Lofa","Lofa",2014-12-26,0,0,0,0,0,649,171,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-26,"Margibi","Margibi",2014-12-26,7,7,0,1,0,1244,413,441,390,NA,NA,71,38,0,27,1179,1179,0,0,1,0,0,0
2014-12-26,"Maryland","Maryland",2014-12-26,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-26,"Montserrado","Montserrado",2014-12-26,3,2,1,1,0,4329,1767,797,1765,NA,NA,182,84,0,22,3095,3095,264,0,1,0,0,3
2014-12-26,"National","National",2014-12-26,14,12,2,4,1,8002,3119,1775,3108,NA,NA,369,178,32,110,5249,4641,282,0,4,0,0,0
2014-12-26,"Nimba","Nimba",2014-12-26,0,0,0,0,0,330,83,131,116,NA,NA,12,2,3,0,49,49,0,0,0,0,0,0
2014-12-26,"River Cess","River Cess",2014-12-26,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-26,"River Gee","River Gee",2014-12-26,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-26,"Sinoe","Sinoe",2014-12-26,2,1,1,1,1,50,26,7,17,NA,NA,1,0,5,29,49,49,0,0,1,0,0,0
2014-12-29,"Bomi","Bomi",2014-12-29,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,21,21,0,0,0,0,0,0
2014-12-29,"Bong","Bong",2014-12-29,2,0,2,0,0,563,379,35,150,NA,NA,41,16,0,0,9,9,0,0,0,0,0,0
2014-12-29,"Gbarpolu","Gbarpolu",2014-12-29,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"Grand Bassa","Grand Bassa",2014-12-29,2,0,2,0,0,179,52,73,54,NA,NA,8,4,22,0,21,21,0,0,0,0,0,0
2014-12-29,"Grand Cape Mount","Grand Cape Mount",2014-12-29,0,0,0,2,0,203,72,45,86,NA,NA,10,4,2,21,221,192,29,0,2,0,0,0
2014-12-29,"Grand Gedeh","Grand Gedeh",2014-12-29,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"Grand Kru","Grand Kru",2014-12-29,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"Lofa","Lofa",2014-12-29,0,0,0,0,0,649,171,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-29,"Margibi","Margibi",2014-12-29,2,2,0,1,0,1250,419,441,390,NA,NA,71,38,0,55,1244,1244,0,0,1,0,0,1
2014-12-29,"Maryland","Maryland",2014-12-29,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"Montserrado","Montserrado",2014-12-29,3,2,1,18,0,4356,1787,804,1768,NA,NA,183,84,166,99,2837,2695,103,1,13,5,1,1
2014-12-29,"National","National",2014-12-29,9,4,5,22,0,8044,3150,1786,3112,NA,NA,370,178,194,177,4444,4273,132,1,17,5,1,2
2014-12-29,"Nimba","Nimba",2014-12-29,0,0,0,0,0,330,83,131,116,NA,NA,12,2,3,0,49,49,0,0,0,0,0,0
2014-12-29,"River Cess","River Cess",2014-12-29,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"River Gee","River Gee",2014-12-29,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-29,"Sinoe","Sinoe",2014-12-29,0,0,0,1,0,52,27,7,18,NA,NA,1,0,5,2,42,42,0,0,1,0,0,0
