"date","county","county.1","date.1","alive.total","alive.suspect","alive.probable","dead.total","cum.total","cum.suspect","cum.probable","cum.confirm","cum.death","new.hcw.cases","new.hcw.deaths","cum.hcw.cases","cum.hcw.deaths","new.contacts","under.followup","seen.on.day","completed.21d.followup","lost.followup","alive.confirm","dead.suspect","dead.probable","dead.community","dead.patients"
2014-12-11,"River Cess","River Cess",2014-12-11,0,0,0,0,41,9,12,20,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-11,"River Gee","River Gee",2014-12-11,0,0,0,0,19,7,4,8,8,NA,NA,3,0,0,0,0,33,0,0,0,0,0,0
2014-12-11,"Sinoe","Sinoe",2014-12-11,1,0,1,0,40,21,3,16,14,NA,NA,1,0,20,53,53,10,0,0,0,0,0,0
2014-12-12,"Bomi","Bomi",2014-12-12,0,0,0,0,296,85,74,137,161,NA,NA,18,14,0,0,0,0,0,0,0,0,0,0
2014-12-12,"Bong","Bong",2014-12-12,4,4,0,0,558,390,33,135,126,NA,NA,41,16,16,30,30,0,0,0,0,0,0,0
2014-12-12,"Gbarpolu","Gbarpolu",2014-12-12,0,0,0,0,39,26,3,10,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-12,"Grand Bassa","Grand Bassa",2014-12-12,8,4,4,0,174,49,75,50,73,NA,NA,8,4,12,62,51,0,11,0,0,0,0,0
2014-12-12,"Grand Cape Mount","Grand Cape Mount",2014-12-12,1,1,1,0,165,47,50,68,88,NA,NA,10,4,6,355,345,10,0,0,0,0,1,0
2014-12-12,"Grand Gedeh","Grand Gedeh",2014-12-12,0,0,0,0,10,8,0,2,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-12,"Grand Kru","Grand Kru",2014-12-12,0,0,0,0,36,14,18,4,27,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-12,"Lofa","Lofa",2014-12-12,0,0,0,0,645,171,148,326,384,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-12,"Margibi","Margibi",2014-12-12,0,0,0,0,1256,409,464,383,558,NA,NA,71,38,0,962,962,0,0,0,0,0,0,0
2014-12-12,"Maryland","Maryland",2014-12-12,0,0,0,0,23,17,2,4,19,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-12,"Montserrado","Montserrado",2014-12-12,12,8,4,0,4203,1732,795,1676,1751,NA,NA,179,83,55,3789,3749,182,4,1,0,0,0,7
2014-12-12,"National","National",2014-12-12,26,17,9,0,7828,3063,1812,2953,3304,NA,NA,366,177,89,5251,5190,225,15,1,0,0,1,7
2014-12-12,"Nimba","Nimba",2014-12-12,0,0,0,0,323,78,131,114,54,NA,NA,12,2,0,0,0,0,0,0,0,0,0,0
2014-12-12,"River Cess","River Cess",2014-12-12,0,0,0,0,41,9,12,20,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-12,"River Gee","River Gee",2014-12-12,0,0,0,0,19,7,4,8,8,NA,NA,3,0,0,0,0,33,0,0,0,0,0,0
2014-12-12,"Sinoe","Sinoe",2014-12-12,0,0,0,0,21,3,16,14,NA,NA,NA,1,0,0,53,53,0,0,0,0,0,0,0
2014-12-13,"Bomi","Bomi",2014-12-13,0,0,0,1,300,89,74,137,165,NA,NA,18,14,0,0,0,0,0,0,0,1,0,0
2014-12-13,"Bong","Bong",2014-12-13,2,2,0,0,558,390,33,135,126,NA,NA,41,16,0,30,30,0,0,0,0,0,0,1
2014-12-13,"Gbarpolu","Gbarpolu",2014-12-13,0,0,0,0,39,26,3,10,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,"Grand Bassa","Grand Bassa",2014-12-13,0,0,0,1,174,50,72,52,75,NA,NA,8,4,0,60,51,1,9,0,1,0,0,0
2014-12-13,"Grand Cape Mount","Grand Cape Mount",2014-12-13,1,0,1,1,166,47,50,69,89,NA,NA,10,4,0,345,345,0,0,0,1,0,0,0
2014-12-13,"Grand Gedeh","Grand Gedeh",2014-12-13,0,0,0,0,10,8,0,2,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,"Grand Kru","Grand Kru",2014-12-13,0,0,0,0,36,14,18,4,27,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,"Lofa","Lofa",2014-12-13,0,0,0,0,645,171,148,326,384,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-13,"Margibi","Margibi",2014-12-13,0,0,0,0,1257,410,464,383,559,NA,NA,71,38,0,904,904,59,17,0,0,0,0,0
2014-12-13,"Maryland","Maryland",2014-12-13,0,0,0,0,23,17,2,4,19,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,"Montserrado","Montserrado",2014-12-13,8,8,0,1,4204,1733,795,1676,1752,NA,NA,179,83,17,3664,3633,155,7,5,0,1,1,0
2014-12-13,"National","National",2014-12-13,11,10,1,4,7835,3070,1809,2956,3313,NA,NA,366,177,17,5044,5004,260,33,6,2,2,1,1
2014-12-13,"Nimba","Nimba",2014-12-13,0,0,0,0,323,78,131,114,54,NA,NA,12,2,0,0,0,0,0,0,0,0,0,0
2014-12-13,"River Cess","River Cess",2014-12-13,0,0,0,0,41,9,12,20,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,"River Gee","River Gee",2014-12-13,0,0,0,0,19,7,4,8,8,NA,NA,3,0,0,0,0,33,0,0,0,0,0,0
2014-12-13,"Sinoe","Sinoe",2014-12-13,0,0,0,0,21,3,16,14,NA,NA,NA,1,0,0,41,41,12,0,1,0,0,0,0
2014-12-14,"Bomi","Bomi",2014-12-14,0,0,0,0,295,89,68,138,165,NA,NA,18,14,4,116,112,0,1,0,0,0,0,1
2014-12-14,"Bong","Bong",2014-12-14,0,0,0,0,552,381,33,138,133,NA,NA,41,16,0,20,20,0,0,0,0,0,0,0
2014-12-14,"Gbarpolu","Gbarpolu",2014-12-14,0,0,0,0,37,22,3,12,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-14,"Grand Bassa","Grand Bassa",2014-12-14,0,0,0,0,173,49,71,53,75,NA,NA,8,4,0,60,53,0,7,0,0,0,0,0
2014-12-14,"Grand Cape Mount","Grand Cape Mount",2014-12-14,0,0,0,0,164,47,43,74,91,NA,NA,10,4,11,356,356,0,0,1,0,0,0,0
2014-12-14,"Grand Gedeh","Grand Gedeh",2014-12-14,0,0,0,0,11,8,0,3,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-14,"Grand Kru","Grand Kru",2014-12-14,0,0,0,1,36,14,18,4,27,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0
2014-12-14,"Lofa","Lofa",2014-12-14,0,0,0,0,646,171,148,327,385,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-14,"Margibi","Margibi",2014-12-14,1,1,0,3,1242,404,451,387,558,NA,NA,71,38,22,926,926,0,17,0,3,0,0,0
2014-12-14,"Maryland","Maryland",2014-12-14,0,0,0,0,23,17,2,4,19,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-14,"Montserrado","Montserrado",2014-12-14,3,3,0,0,4217,1717,780,1720,1774,NA,NA,179,83,8,3571,3551,67,3,0,0,0,0,0
2014-12-14,"National","National",2014-12-14,6,6,0,4,7819,3034,1764,3021,3346,NA,NA,366,177,67,5112,5069,100,28,1,4,0,0,1
2014-12-14,"Nimba","Nimba",2014-12-14,2,2,0,0,324,78,130,116,55,NA,NA,12,2,22,22,10,0,0,0,0,0,0,0
2014-12-14,"River Cess","River Cess",2014-12-14,0,0,0,0,40,9,10,21,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-14,"River Gee","River Gee",2014-12-14,0,0,0,0,19,7,4,8,8,NA,NA,3,0,0,0,0,33,0,0,0,0,0,0
2014-12-14,"Sinoe","Sinoe",2014-12-14,0,0,0,0,40,21,3,16,14,NA,NA,1,0,0,41,41,0,0,0,0,0,0,0
2014-12-16,"Bomi","Bomi",2014-12-16,0,0,0,0,0,295,89,68,138,NA,NA,18,14,0,13,13,0,0,0,0,0,0,0
2014-12-16,"Bong","Bong",2014-12-16,2,2,0,0,0,550,372,33,145,NA,NA,41,16,0,13,15,15,0,1,0,0,0,0
2014-12-16,"Gbarpolu","Gbarpolu",2014-12-16,0,0,0,0,0,36,18,3,15,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,"Grand Bassa","Grand Bassa",2014-12-16,0,0,0,0,0,173,48,71,54,NA,NA,8,4,22,0,52,52,0,0,0,0,0,0
2014-12-16,"Grand Cape Mount","Grand Cape Mount",2014-12-16,1,0,1,1,0,164,47,43,74,NA,NA,10,4,0,4,299,299,0,2,1,0,3,0
2014-12-16,"Grand Gedeh","Grand Gedeh",2014-12-16,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,"Grand Kru","Grand Kru",2014-12-16,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,"Lofa","Lofa",2014-12-16,0,0,0,0,0,648,170,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-16,"Margibi","Margibi",2014-12-16,3,3,0,3,0,1229,397,442,390,NA,NA,71,38,0,12,958,958,0,0,3,0,0,0
2014-12-16,"Maryland","Maryland",2014-12-16,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,"Montserrado","Montserrado",2014-12-16,11,5,6,3,0,4230,1712,781,1737,NA,NA,179,83,0,48,3557,3556,166,1,3,0,0,9
2014-12-16,"National","National",2014-12-16,17,10,7,8,0,7822,3007,1757,3058,NA,NA,366,177,28,81,4977,4968,166,4,8,0,3,9
2014-12-16,"Nimba","Nimba",2014-12-16,0,0,0,0,0,324,78,130,116,NA,NA,12,2,1,0,35,35,0,0,0,0,0,0
2014-12-16,"River Cess","River Cess",2014-12-16,0,0,0,0,0,40,9,10,21,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,"River Gee","River Gee",2014-12-16,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,"Sinoe","Sinoe",2014-12-16,0,0,0,1,0,44,21,6,17,NA,NA,1,0,5,4,48,40,0,0,1,0,0,0
2014-12-17,"Bomi","Bomi",2014-12-17,0,0,0,0,0,295,89,68,138,NA,NA,18,14,0,0,13,13,0,0,0,0,0,0
2014-12-17,"Bong","Bong",2014-12-17,2,2,0,0,0,550,367,33,150,NA,NA,41,16,0,13,15,15,0,0,0,0,0,0
2014-12-17,"Gbarpolu","Gbarpolu",2014-12-17,0,0,0,0,0,33,14,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,"Grand Bassa","Grand Bassa",2014-12-17,0,0,0,0,0,173,48,71,54,NA,NA,8,4,22,0,52,52,0,0,0,0,1,0
2014-12-17,"Grand Cape Mount","Grand Cape Mount",2014-12-17,1,1,0,0,0,164,47,43,74,NA,NA,10,4,0,4,299,299,0,1,0,0,0,0
2014-12-17,"Grand Gedeh","Grand Gedeh",2014-12-17,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,"Grand Kru","Grand Kru",2014-12-17,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,"Lofa","Lofa",2014-12-17,0,0,0,0,0,648,170,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-17,"Margibi","Margibi",2014-12-17,4,4,0,0,0,1225,394,441,390,NA,NA,71,38,0,12,958,958,0,0,0,0,0,NA
2014-12-17,"Maryland","Maryland",2014-12-17,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,"Montserrado","Montserrado",2014-12-17,5,3,2,8,0,4227,1709,779,1739,NA,NA,179,83,0,48,3557,3556,166,0,8,0,0,1
2014-12-17,"National","National",2014-12-17,12,10,2,8,0,7815,2992,1754,3069,NA,NA,366,177,28,81,4977,4968,166,1,0,0,1,1
2014-12-17,"Nimba","Nimba",2014-12-17,0,0,0,0,0,324,78,130,116,NA,NA,12,2,1,0,35,35,0,0,0,0,0,0
2014-12-17,"River Cess","River Cess",2014-12-17,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,"River Gee","River Gee",2014-12-17,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,"Sinoe","Sinoe",2014-12-17,0,0,0,0,0,44,21,6,17,NA,NA,1,0,5,4,48,40,0,0,0,0,0,0
2014-12-18,"Bomi","Bomi",2014-12-18,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,13,13,0,0,0,0,0,0
2014-12-18,"Bong","Bong",2014-12-18,6,6,0,0,0,550,367,33,150,NA,NA,41,16,0,0,15,15,0,3,0,0,0,0
2014-12-18,"Gbarpolu","Gbarpolu",2014-12-18,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"Grand Bassa","Grand Bassa",2014-12-18,0,0,0,0,0,173,48,71,54,NA,NA,8,4,22,0,46,46,0,0,0,0,0,0
2014-12-18,"Grand Cape Mount","Grand Cape Mount",2014-12-18,0,0,0,1,0,181,51,44,86,NA,NA,10,4,0,2,301,301,0,0,1,0,0,0
2014-12-18,"Grand Gedeh","Grand Gedeh",2014-12-18,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"Grand Kru","Grand Kru",2014-12-18,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"Lofa","Lofa",2014-12-18,0,0,0,0,0,648,170,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-18,"Margibi","Margibi",2014-12-18,0,0,0,2,0,1225,394,441,390,NA,NA,71,38,0,160,938,938,180,0,2,0,0,0
2014-12-18,"Maryland","Maryland",2014-12-18,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"Montserrado","Montserrado",2014-12-18,4,1,3,1,0,4223,1702,779,1742,NA,NA,180,83,0,23,3557,3556,166,2,1,0,0,0
2014-12-18,"National","National",2014-12-18,10,7,3,5,0,7830,2991,1754,3085,NA,NA,367,177,28,198,4953,4944,346,5,5,0,0,0
2014-12-18,"Nimba","Nimba",2014-12-18,0,0,0,1,0,324,78,130,116,NA,NA,12,2,1,13,35,35,0,0,1,0,0,0
2014-12-18,"River Cess","River Cess",2014-12-18,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"River Gee","River Gee",2014-12-18,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,"Sinoe","Sinoe",2014-12-18,0,0,0,0,0,44,21,6,17,NA,NA,1,0,5,0,48,40,0,0,0,0,0,0
2014-12-19,"Bomi","Bomi",2014-12-19,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,13,13,0,0,0,0,0,0
2014-12-19,"Bong","Bong",2014-12-19,8,8,0,0,0,558,375,33,150,NA,NA,41,16,0,0,15,15,0,0,0,0,0,0
2014-12-19,"Gbarpolu","Gbarpolu",2014-12-19,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"Grand Bassa","Grand Bassa",2014-12-19,0,0,0,0,0,173,48,71,54,NA,NA,8,4,22,0,46,46,0,0,0,0,0,0
2014-12-19,"Grand Cape Mount","Grand Cape Mount",2014-12-19,0,0,0,0,0,181,51,44,86,NA,NA,10,4,0,2,301,301,0,0,0,0,0,0
2014-12-19,"Grand Gedeh","Grand Gedeh",2014-12-19,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"Grand Kru","Grand Kru",2014-12-19,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"Lofa","Lofa",2014-12-19,1,1,0,0,0,649,171,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-19,"Margibi","Margibi",2014-12-19,1,1,0,1,0,1227,396,441,390,NA,NA,71,38,0,160,938,938,180,0,1,0,0,0
2014-12-19,"Maryland","Maryland",2014-12-19,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"Montserrado","Montserrado",2014-12-19,4,2,2,5,0,4232,1709,781,1742,NA,NA,180,83,0,23,3557,3556,166,1,5,0,2,2
2014-12-19,"National","National",2014-12-19,16,14,2,6,0,7852,3011,1756,3085,NA,NA,367,177,28,198,4953,4944,346,1,6,0,2,2
2014-12-19,"Nimba","Nimba",2014-12-19,2,2,0,0,0,326,80,130,116,NA,NA,12,2,1,13,35,35,0,0,0,0,0,0
2014-12-19,"River Cess","River Cess",2014-12-19,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"River Gee","River Gee",2014-12-19,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,"Sinoe","Sinoe",2014-12-19,0,0,0,0,0,44,21,6,17,NA,NA,1,0,5,0,48,40,0,0,0,0,0,0
2014-12-20,"Bomi","Bomi",2014-12-20,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,13,13,0,0,0,0,0,0
2014-12-20,"Bong","Bong",2014-12-20,1,1,0,0,0,559,376,33,150,NA,NA,41,16,0,40,59,59,18,0,0,0,0,0
2014-12-20,"Gbarpolu","Gbarpolu",2014-12-20,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,"Grand Bassa","Grand Bassa",2014-12-20,1,1,0,0,0,174,49,71,54,NA,NA,8,4,22,3,46,46,0,0,0,0,0,0
2014-12-20,"Grand Cape Mount","Grand Cape Mount",2014-12-20,0,0,0,2,0,183,53,44,86,NA,NA,10,4,0,0,301,301,0,0,2,0,0,0
2014-12-20,"Grand Gedeh","Grand Gedeh",2014-12-20,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,"Grand Kru","Grand Kru",2014-12-20,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,"Lofa","Lofa",2014-12-20,0,0,0,0,0,649,171,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-20,"Margibi","Margibi",2014-12-20,1,1,0,1,0,1229,398,441,390,NA,NA,71,38,0,0,1125,1125,0,0,1,0,0,0
2014-12-20,"Maryland","Maryland",2014-12-20,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,"Montserrado","Montserrado",2014-12-20,4,3,1,0,0,4236,1712,782,1742,NA,NA,180,83,0,8,3842,3797,45,2,0,0,1,0
2014-12-20,"National","National",2014-12-20,7,6,1,3,0,7862,3020,1757,3085,NA,NA,367,177,28,51,5495,5449,63,3,3,0,1,0
2014-12-20,"Nimba","Nimba",2014-12-20,0,0,0,0,0,326,80,130,116,NA,NA,12,2,1,0,82,81,0,1,0,0,0,0
2014-12-20,"River Cess","River Cess",2014-12-20,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,"River Gee","River Gee",2014-12-20,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,"Sinoe","Sinoe",2014-12-20,0,0,0,0,0,44,21,6,17,NA,NA,1,0,5,0,40,40,0,0,0,0,0,0
2014-12-21,"Bomi","Bomi",2014-12-21,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,13,13,0,0,0,0,0,0
2014-12-21,"Bong","Bong",2014-12-21,0,0,0,0,0,559,376,33,150,NA,NA,41,16,0,0,59,59,0,0,0,0,0,0
2014-12-21,"Gbarpolu","Gbarpolu",2014-12-21,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,"Grand Bassa","Grand Bassa",2014-12-21,0,0,0,0,0,174,49,71,54,NA,NA,8,4,22,0,35,35,11,0,0,0,0,0
2014-12-21,"Grand Cape Mount","Grand Cape Mount",2014-12-21,1,1,0,4,0,188,58,44,86,NA,NA,10,4,0,6,173,0,0,0,4,0,0,0
2014-12-21,"Grand Gedeh","Grand Gedeh",2014-12-21,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,"Grand Kru","Grand Kru",2014-12-21,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,"Lofa","Lofa",2014-12-21,0,0,0,0,0,649,171,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-21,"Margibi","Margibi",2014-12-21,0,0,0,1,0,1230,399,441,390,NA,NA,71,38,0,0,1125,1125,182,0,1,0,0,0
2014-12-21,"Maryland","Maryland",2014-12-21,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,"Montserrado","Montserrado",2014-12-21,3,3,0,0,0,4242,1715,782,1745,NA,NA,180,83,0,7,3830,3797,30,1,0,0,0,3
2014-12-21,"National","National",2014-12-21,4,4,0,5,0,7876,3029,1757,3090,NA,NA,367,177,30,16,5347,5314,223,2,5,0,0,4
2014-12-21,"Nimba","Nimba",2014-12-21,0,0,0,0,0,328,80,130,118,NA,NA,12,2,3,3,85,85,0,1,0,0,0,1
2014-12-21,"River Cess","River Cess",2014-12-21,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,"River Gee","River Gee",2014-12-21,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,"Sinoe","Sinoe",2014-12-21,0,0,0,0,0,44,21,6,17,NA,NA,1,0,5,0,40,40,0,0,0,0,0,0
2014-12-22,"Bomi","Bomi",2014-12-22,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,13,13,0,0,0,0,0,0
2014-12-22,"Bong","Bong",2014-12-22,0,0,0,0,0,560,376,33,151,NA,NA,41,16,0,0,39,39,20,1,0,0,0,2
2014-12-22,"Gbarpolu","Gbarpolu",2014-12-22,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"Grand Bassa","Grand Bassa",2014-12-22,0,0,0,1,0,175,50,71,54,NA,NA,8,4,22,0,30,30,5,0,1,0,0,0
2014-12-22,"Grand Cape Mount","Grand Cape Mount",2014-12-22,1,1,0,4,0,194,63,44,87,NA,NA,10,4,0,0,173,173,0,1,4,0,3,0
2014-12-22,"Grand Gedeh","Grand Gedeh",2014-12-22,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"Grand Kru","Grand Kru",2014-12-22,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"Lofa","Lofa",2014-12-22,0,0,0,0,0,649,171,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-22,"Margibi","Margibi",2014-12-22,3,3,0,0,0,1233,402,441,390,NA,NA,71,38,0,27,1152,1152,0,0,0,0,0,0
2014-12-22,"Maryland","Maryland",2014-12-22,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"Montserrado","Montserrado",2014-12-22,21,14,7,5,0,4278,1733,790,1755,NA,NA,181,84,0,101,4052,3665,382,8,4,1,0,0
2014-12-22,"National","National",2014-12-22,25,18,7,11,0,7922,3057,1765,3100,NA,NA,368,178,30,128,5536,5149,442,10,10,1,3,3
2014-12-22,"Nimba","Nimba",2014-12-22,0,0,0,0,0,326,80,130,116,NA,NA,12,2,3,0,50,50,35,0,0,0,0,1
2014-12-22,"River Cess","River Cess",2014-12-22,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"River Gee","River Gee",2014-12-22,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-22,"Sinoe","Sinoe",2014-12-22,0,0,0,1,0,45,22,6,17,NA,NA,1,0,5,0,40,40,0,0,1,0,0,0
2014-12-23,"Bomi","Bomi",2014-12-23,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,13,13,0,0,0,0,0,0
2014-12-23,"Bong","Bong",2014-12-23,0,0,0,0,0,559,376,33,150,NA,NA,41,16,0,0,30,30,9,0,0,0,0,0
2014-12-23,"Gbarpolu","Gbarpolu",2014-12-23,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"Grand Bassa","Grand Bassa",2014-12-23,0,0,0,0,0,175,50,71,54,NA,NA,8,4,22,0,26,26,4,0,0,0,0,0
2014-12-23,"Grand Cape Mount","Grand Cape Mount",2014-12-23,0,0,0,0,0,197,63,44,90,NA,NA,10,4,0,0,173,173,0,3,0,0,0,0
2014-12-23,"Grand Gedeh","Grand Gedeh",2014-12-23,0,0,0,0,0,11,8,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"Grand Kru","Grand Kru",2014-12-23,0,0,0,0,0,36,14,18,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"Lofa","Lofa",2014-12-23,0,0,0,0,0,649,171,146,332,NA,NA,22,16,0,0,0,0,0,0,0,0,0,0
2014-12-23,"Margibi","Margibi",2014-12-23,2,2,0,0,0,1235,404,441,390,NA,NA,71,38,0,27,1152,1152,0,0,0,0,0,0
2014-12-23,"Maryland","Maryland",2014-12-23,0,0,0,0,0,23,17,2,4,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"Montserrado","Montserrado",2014-12-23,2,2,0,4,0,4288,1739,790,1759,NA,NA,182,84,0,26,3753,3619,150,4,4,0,0,0
2014-12-23,"National","National",2014-12-23,5,5,0,5,0,7938,3067,1765,3106,NA,NA,369,178,30,53,5224,5090,163,7,5,0,0,0
2014-12-23,"Nimba","Nimba",2014-12-23,1,1,0,0,0,327,81,130,116,NA,NA,12,2,3,0,50,50,0,0,0,0,0,0
2014-12-23,"River Cess","River Cess",2014-12-23,0,0,0,0,0,43,9,10,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"River Gee","River Gee",2014-12-23,0,0,0,0,0,19,7,4,8,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0
2014-12-23,"Sinoe","Sinoe",2014-12-23,0,0,0,1,0,46,23,6,17,NA,NA,1,0,5,0,40,40,0,0,1,0,0,0
2014-12-24,"Bomi","Bomi",2014-12-24,0,0,0,0,0,296,90,67,139,NA,NA,18,14,0,0,112,112,0,0,0,0,0,0
2014-12-24,"Bong","Bong",2014-12-24,1,1,0,0,0,560,377,33,150,NA,NA,41,16,0,0,30,30,0,0,0,0,0,0
2014-12-24,"Gbarpolu","Gbarpolu",2014-12-24,0,0,0,0,0,34,15,3,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
